Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
South Africa,9.09262E+13,7.73807E+13,8.54861E+13,7.98909E+13,7.99972E+13,9.03859E+13,7.62869E+13,7.54647E+13,9.44773E+13,9.11118E+13,8.92192E+13,8.33E+13,8.98436E+13,9.01337E+13,1.00628E+14,8.29847E+13,7.66102E+13,1.13547E+14,9.94079E+13,9.09117E+13,1.11472E+14,1.17819E+14,1.11695E+14
South Sudan,2.03963E+13,2.15787E+13,2.12976E+13,2.25964E+13,2.19948E+13,2.29581E+13,2.32181E+13,2.34457E+13,2.33139E+13,2.359E+13,2.30809E+13,2.27844E+13,2.60566E+13,2.61759E+13,2.7218E+13,2.67367E+13,2.67086E+13,2.67036E+13,2.88501E+13,2.9864E+13,3.01168E+13,2.91003E+13,3.02001E+13
Spain,1.2427E+14,1.11793E+14,1.20798E+14,1.20296E+14,1.26511E+14,1.02592E+14,1.1229E+14,1.21649E+14,1.19252E+14,1.05566E+14,1.10858E+14,1.14783E+14,1.02896E+14,1.2114E+14,1.14272E+14,1.15235E+14,1.23224E+14,1.08747E+14,1.23435E+14,1.12121E+14,1.29926E+14,1.22681E+14,9.97728E+13
Sri Lanka,1.41726E+13,1.3452E+13,1.37666E+13,1.44853E+13,1.30709E+13,1.488E+13,1.54525E+13,1.46256E+13,1.72486E+13,1.65548E+13,1.86683E+13,1.72218E+13,1.73754E+13,1.98572E+13,1.6243E+13,2.0542E+13,1.93578E+13,1.25423E+13,1.77055E+13,1.96767E+13,2.19652E+13,2.26412E+13,1.66505E+13
Sudan,6.6337E+13,7.20663E+13,7.06129E+13,7.69284E+13,7.32502E+13,7.86201E+13,7.98504E+13,8.17135E+13,8.06603E+13,8.22501E+13,7.8556E+13,8.06924E+13,9.44085E+13,1.0297E+14,1.0784E+14,9.84253E+13,1.09495E+14,1.04608E+14,1.1441E+14,1.08561E+14,1.09448E+14,1.07132E+14,1.12613E+14
Suriname,8.00264E+11,8.23382E+11,6.36614E+11,7.2997E+11,7.14107E+11,7.16197E+11,7.90454E+11,8.16358E+11,8.24424E+11,9.51098E+11,9.83813E+11,1.02541E+12,1.04366E+12,1.12833E+12,1.1964E+12,1.18741E+12,1.20967E+12,1.34661E+12,1.3622E+12,1.32453E+12,1.03453E+12,1.1093E+12,1.08463E+12
Swaziland,3.48832E+12,3.36643E+12,3.61892E+12,3.74732E+12,3.83271E+12,4.01106E+12,3.8566E+12,3.79889E+12,3.86879E+12,3.90135E+12,4.13562E+12,4.24803E+12,4.24302E+12,4.31605E+12,4.31339E+12,4.31168E+12,4.36384E+12,4.48999E+12,4.60182E+12,4.67521E+12,4.42421E+12,4.44035E+12,4.35929E+12
Sweden,3.59065E+13,3.53771E+13,3.64096E+13,3.60472E+13,3.66723E+13,4.31687E+13,3.29797E+13,3.80528E+13,3.64458E+13,3.55175E+13,3.51273E+13,3.60921E+13,3.61455E+13,3.61458E+13,3.85594E+13,3.91193E+13,3.821E+13,3.94194E+13,3.32025E+13,3.95987E+13,3.83656E+13,3.7252E+13,3.83914E+13
Switzerland,1.28852E+13,1.14678E+13,1.14688E+13,1.0931E+13,1.15662E+13,1.1459E+13,1.1347E+13,1.16053E+13,1.15015E+13,1.15883E+13,1.11675E+13,1.17752E+13,1.1378E+13,1.10268E+13,1.18412E+13,1.11128E+13,1.07086E+13,1.12835E+13,1.12523E+13,1.11422E+13,1.13171E+13,1.07029E+13,1.12065E+13
Syria,1.62527E+13,1.92921E+13,2.1738E+13,2.25682E+13,2.13557E+13,2.23326E+13,2.45209E+13,2.19274E+13,1.62208E+13,2.04344E+13,1.83703E+13,2.13844E+13,1.99985E+13,1.84621E+13,1.49155E+13,1.80995E+13,1.44028E+13,1.40745E+13,1.17279E+13,2.18329E+13,1.95002E+13,1.40451E+13,1.33047E+13
Taiwan,1.42263E+13,1.34448E+13,1.37064E+13,1.31889E+13,1.23337E+13,1.1558E+13,1.20246E+13,1.14445E+13,1.12724E+13,1.13799E+13,1.13435E+13,1.20389E+13,1.17376E+13,1.13543E+13,1.18579E+13,1.14976E+13,1.13435E+13,1.1998E+13,1.25361E+13,1.21838E+13,1.23935E+13,1.19833E+13,1.18565E+13
Tajikistan,3.519E+12,3.47909E+12,3.99385E+12,4.42215E+12,4.72111E+12,4.97335E+12,5.19109E+12,5.34632E+12,5.95519E+12,7.17975E+12,7.31447E+12,6.89302E+12,7.45038E+12,7.97288E+12,9.12401E+12,9.65718E+12,9.9717E+12,1.02788E+13,1.00777E+13,1.05231E+13,1.05147E+13,1.09805E+13,1.09234E+13
Tanzania,4.99696E+13,5.26795E+13,5.92783E+13,5.44594E+13,6.03559E+13,5.8657E+13,6.26299E+13,6.39013E+13,6.57974E+13,6.41908E+13,7.08138E+13,7.46285E+13,7.86048E+13,8.39931E+13,9.10853E+13,9.19887E+13,9.13666E+13,9.06893E+13,9.34783E+13,9.50037E+13,1.01601E+14,1.02806E+14,9.95085E+13
Thailand,1.58511E+14,1.67042E+14,1.6895E+14,1.84715E+14,1.77738E+14,1.72804E+14,1.72255E+14,1.90672E+14,1.96055E+14,1.95446E+14,2.0496E+14,2.29243E+14,2.33091E+14,2.30194E+14,2.19857E+14,1.9849E+14,2.09764E+14,2.17204E+14,2.3845E+14,2.23524E+14,2.04508E+14,2.06394E+14,2.22916E+14
The Gambia,1.49981E+12,1.5484E+12,1.28987E+12,1.57393E+12,1.72388E+12,1.64999E+12,1.70287E+12,1.51726E+12,1.78292E+12,1.97061E+12,2.1081E+12,1.61404E+12,1.73856E+12,1.72893E+12,1.62431E+12,1.75255E+12,1.68186E+12,1.49061E+12,1.20522E+12,1.24303E+12,1.25001E+12,1.27869E+12,1.30418E+12
Timor-Leste,8.02283E+11,8.35326E+11,8.86466E+11,8.39112E+11,7.94655E+11,8.88169E+11,9.40176E+11,8.66094E+11,9.63178E+11,1.11883E+12,1.10899E+12,9.07045E+11,9.81952E+11,1.0115E+12,1.01737E+12,1.13496E+12,1.02529E+12,9.78071E+11,9.90207E+11,1.01367E+12,9.66521E+11,8.78013E+11,1.01925E+12
Togo,5.88941E+12,6.27547E+12,6.2673E+12,6.3414E+12,5.88938E+12,5.97687E+12,6.19583E+12,6.21413E+12,6.49112E+12,7.07198E+12,7.06126E+12,7.14746E+12,8.23456E+12,8.27562E+12,8.69828E+12,8.39677E+12,8.52602E+12,8.90529E+12,9.21202E+12,9.46647E+12,9.48105E+12,9.88349E+12,1.01436E+13
Trinidad and Tobago,1.1652E+12,1.12717E+12,1.39763E+12,1.12664E+12,1.01243E+12,9.71482E+11,1.12833E+12,1.1194E+12,8.04774E+11,8.41823E+11,8.56886E+11,8.59574E+11,8.69546E+11,8.86265E+11,9.07498E+11,9.08906E+11,9.0813E+11,9.31601E+11,9.39731E+11,9.70089E+11,9.69171E+11,9.56899E+11,9.76365E+11
Tunisia,9.55193E+12,1.00846E+13,8.46532E+12,1.18589E+13,1.18146E+13,1.19658E+13,1.11831E+13,1.20691E+13,1.04891E+13,1.32957E+13,1.0388E+13,1.28742E+13,1.34003E+13,1.16853E+13,1.38072E+13,1.19502E+13,1.16981E+13,1.25518E+13,1.22899E+13,1.43751E+13,1.26421E+13,1.30326E+13,1.29987E+13
Turkey,1.34616E+14,1.22212E+14,1.29872E+14,1.27726E+14,1.38146E+14,1.48096E+14,1.42783E+14,1.23833E+14,1.27134E+14,1.42697E+14,1.42171E+14,1.49008E+14,1.43798E+14,1.58368E+14,1.49292E+14,1.63466E+14,1.60156E+14,1.65006E+14,1.66506E+14,1.67953E+14,1.78463E+14,1.71021E+14,1.84852E+14
Turkmenistan,8.16558E+12,8.83765E+12,1.05965E+13,1.17028E+13,1.23121E+13,1.30543E+13,1.41816E+13,9.90973E+12,1.03581E+13,1.07555E+13,1.11012E+13,1.0381E+13,1.06778E+13,1.11139E+13,1.09887E+13,1.15566E+13,1.20511E+13,1.21219E+13,1.12524E+13,1.24842E+13,1.25891E+13,1.24054E+13,1.1927E+13
Uganda,3.78538E+13,3.93891E+13,4.04854E+13,4.16279E+13,4.15081E+13,4.23158E+13,4.26517E+13,4.36848E+13,4.75969E+13,4.92281E+13,5.05356E+13,5.24092E+13,5.2748E+13,5.35973E+13,5.50532E+13,5.63729E+13,5.49949E+13,5.66822E+13,5.80887E+13,5.88988E+13,6.52351E+13,7.12994E+13,6.35269E+13
Ukraine,9.91307E+13,1.4184E+14,1.41911E+14,1.13963E+14,1.55372E+14,1.48219E+14,1.44549E+14,1.25118E+14,2.07539E+14,1.79886E+14,1.6437E+14,2.30209E+14,1.96895E+14,2.5637E+14,2.62205E+14,2.47842E+14,2.74106E+14,2.59139E+14,2.94431E+14,3.08858E+14,2.65787E+14,3.44416E+14,2.31656E+14
United Arab Emirates,2.09684E+12,2.02562E+12,2.06419E+12,2.18964E+12,2.19505E+12,2.29029E+12,2.41739E+12,2.4342E+12,2.67074E+12,2.98013E+12,2.81668E+12,2.43851E+12,2.43557E+12,2.60358E+12,2.86064E+12,3.01109E+12,3.07882E+12,3.12607E+12,3.13849E+12,3.22633E+12,3.26193E+12,3.30955E+12,3.47008E+12
United Kingdom,1.17872E+14,1.03857E+14,1.12374E+14,1.10298E+14,1.11228E+14,1.10376E+14,1.08535E+14,1.0403E+14,1.13613E+14,1.08248E+14,1.07301E+14,1.1049E+14,1.0495E+14,1.06942E+14,1.17457E+14,1.16812E+14,1.10919E+14,1.16723E+14,1.11309E+14,1.19236E+14,1.03536E+14,1.11254E+14,1.14338E+14
United States,1.5245E+15,1.48419E+15,1.42035E+15,1.50364E+15,1.62826E+15,1.58053E+15,1.53673E+15,1.65066E+15,1.62892E+15,1.6665E+15,1.64032E+15,1.59028E+15,1.52978E+15,1.70123E+15,1.74814E+15,1.73065E+15,1.92717E+15,1.81181E+15,1.81779E+15,1.72268E+15,1.78196E+15,1.83854E+15,1.73714E+15
Uruguay,3.0069E+13,3.00173E+13,3.07769E+13,3.20664E+13,3.48557E+13,3.60172E+13,3.79653E+13,3.77974E+13,3.96459E+13,4.10986E+13,4.2653E+13,4.11833E+13,4.33071E+13,4.25315E+13,4.59692E+13,4.57277E+13,4.40522E+13,4.62253E+13,3.98162E+13,4.4954E+13,4.26897E+13,4.52953E+13,4.2067E+13
Uzbekistan,2.07669E+13,2.1118E+13,2.39004E+13,2.50005E+13,2.57262E+13,2.76107E+13,2.89094E+13,3.00106E+13,3.08918E+13,3.33613E+13,3.48123E+13,3.56654E+13,3.75825E+13,3.95157E+13,4.10502E+13,4.24956E+13,4.48851E+13,4.30283E+13,4.26137E+13,4.42029E+13,4.50316E+13,4.59491E+13,4.74733E+13
Venezuela,4.86706E+13,5.02266E+13,4.93618E+13,5.00678E+13,5.09654E+13,5.26549E+13,5.35387E+13,5.42696E+13,5.43527E+13,5.37164E+13,4.93645E+13,4.9439E+13,5.28897E+13,5.3616E+13,5.29408E+13,4.95953E+13,4.74467E+13,4.55362E+13,4.43389E+13,4.42743E+13,4.58375E+13,4.59293E+13,4.55692E+13
Vietnam,1.36849E+14,1.36839E+14,1.4806E+14,1.49628E+14,1.56637E+14,1.57702E+14,1.5954E+14,1.64529E+14,1.7494E+14,1.7419E+14,1.81287E+14,1.92232E+14,1.98356E+14,2.01411E+14,2.04813E+14,2.05246E+14,1.97336E+14,1.97578E+14,2.0241E+14,1.99717E+14,1.96761E+14,2.01974E+14,1.97984E+14
Yemen,8.90179E+12,9.3949E+12,9.24866E+12,9.83182E+12,1.01219E+13,1.047E+13,1.13194E+13,1.23408E+13,1.20736E+13,1.22384E+13,1.33487E+13,1.3218E+13,1.36942E+13,1.38992E+13,1.37634E+13,1.30948E+13,1.25047E+13,1.24378E+13,1.20366E+13,1.34442E+13,1.43894E+13,1.51681E+13,1.42046E+13
Zambia,1.39852E+13,1.38032E+13,1.36238E+13,1.49587E+13,1.52682E+13,1.53721E+13,1.70229E+13,1.65931E+13,1.64004E+13,2.02451E+13,2.46065E+13,2.64354E+13,2.59865E+13,2.49626E+13,2.80579E+13,2.46885E+13,2.61714E+13,3.06547E+13,2.53684E+13,2.46452E+13,2.97819E+13,3.14717E+13,2.77841E+13
Zimbabwe,2.0707E+13,2.10136E+13,1.73851E+13,1.83038E+13,2.11147E+13,1.82412E+13,1.98739E+13,1.88881E+13,1.61694E+13,1.71106E+13,1.90982E+13,1.92472E+13,1.99888E+13,1.98689E+13,1.77198E+13,1.74751E+13,1.73743E+13,1.93817E+13,1.97895E+13,1.78244E+13,1.94012E+13,2.04472E+13,2.0176E+13
